ID,Afinidad electronica,Potencial de ionizacion,Electronegatividad,Potencial quimico,Electrofilicidad,Dureza,Blandura,Homo ,Lumo,Poder electrodonador,Poder electroaceptor,Electrofilicidad neta,Nucleofilicidad,Peso molecular,LOGP,Angulos rotables,Aceptores,Donadores,Area superficial,Solubilidad acuosa,Permeabilidad Caco2 ,Absorción intestinal (humana),Permeabilidad de la piel,Sustrato de la glicoproteína P,Inhibidor de la P-glicoproteína I ,Inhibidor de la P-glicoproteína II,VDss (humano),Fracción no consolidada (humana),Permeabilidad BBB,Permeabilidad del SNC,Sustrato del CYP2D6,Sustrato del CYP3A4,Inhibidor de CYP1A2,Inhibidor de CYP2C19,Inhibidor de CYP2C9,Inhibidor de CYP2D6,Inhibidor de CYP3A4,Liquidación total,Sustrato renal de OCT2,Toxicidad AMES,Dosis máxima tolerada (humana),Inhibidor de hERG I,Inhibidor de hERG II,Toxicidad aguda oral en ratas (DL50),Toxicidad crónica oral en ratas (LOAEL),Hepatotoxicidad,Sensibilización cutánea,Toxicidad de T. Pyriformis,Toxicidad de los pececillos,Volumen, Ligando GPCR ,Modulador del canal iónico,Inhibidor de quinasa,Ligando del receptor nuclear,Inhibidor de proteasa,Inhibidor de enzima
773,-0.087817276,7.743093434,3.827638079,-3.827638079,1.870895201,3.915455355,0.127699068,-7.743093434,0.087817276,4.274146159,0.44650808,4.72065424,1.049406566,495.919,7.6978,11,2,0,199.78,-6.464,1.018,92.136,-2.735,1,1,1,-0.159,0.112,1.275,-1.509,0,1,0,1,0,1,0,0.159,0,0,0.259,0,1,2.505,0.493,0,0,0.286,-2.331,414.78,0.122,-0.079,-0.123,0.412,-0.011,0.257
774,-0.180187052,7.636731453,3.728272201,-3.728272201,1.778196049,3.908459252,0.127927648,-7.636731453,0.180187052,4.130889556,0.402617355,4.533506911,1.155768547,495.919,7.6978,11,2,0,199.78,-6.464,1.018,92.136,-2.735,1,1,1,-0.159,0.112,1.275,-1.509,0,1,0,1,0,1,0,0.159,0,0,0.259,0,1,2.505,0.493,0,0,0.286,-2.331,414.78,0.122,-0.079,-0.123,0.412,-0.011,0.257
775,-0.093727635,7.730962503,3.818617434,-3.818617434,1.863567611,3.912345069,0.127800588,-7.730962503,0.093727635,4.261919462,0.443302028,4.705221489,1.061537497,495.919,7.6978,11,2,0,199.78,-6.464,1.018,92.136,-2.735,1,1,1,-0.159,0.112,1.275,-1.509,0,1,0,1,0,1,0,0.159,0,0,0.259,0,1,2.505,0.493,0,0,0.286,-2.331,414.78,0.122,-0.079,-0.123,0.412,-0.011,0.257
776,-0.180184331,7.636600837,3.728208253,-3.728208253,1.778165382,3.908392584,0.12792983,-7.636600837,0.180184331,4.130818581,0.402610328,4.533428908,1.155899163,495.919,7.6978,11,2,0,199.78,-6.464,1.018,92.136,-2.735,1,1,1,-0.159,0.112,1.275,-1.509,0,1,0,1,0,1,0,0.159,0,0,0.259,0,1,2.505,0.493,0,0,0.286,-2.331,414.78,0.122,-0.079,-0.123,0.412,-0.011,0.257
777,-0.131246989,7.685780362,3.777266686,-3.777266686,1.825213471,3.908513676,0.127925867,-7.685780362,0.131246989,4.202411023,0.425144337,4.62755536,1.106719638,495.919,7.6962,10,2,0,199.78,-6.426,1.027,92.211,-2.734,1,1,1,0.079,0.101,1.245,-1.413,0,1,0,1,0,1,0,0.155,0,1,0.251,0,1,2.593,0.356,0,0,0.287,-0.863,414.56,0.141,-0.062,-0.1,0.405,-0.006,0.262
778,-0.058730796,7.770851987,3.856060595,-3.856060595,1.899105447,3.914791392,0.127720726,-7.770851987,0.058730796,4.316484669,0.460424074,4.776908743,1.021648013,495.919,7.6962,10,2,0,199.78,-6.426,1.027,92.211,-2.734,1,1,1,0.079,0.101,1.245,-1.413,0,1,0,1,0,1,0,0.155,0,1,0.251,0,1,2.593,0.356,0,0,0.287,-0.863,414.56,0.141,-0.062,-0.1,0.405,-0.006,0.262
779,-0.058398815,7.770892804,3.856246995,-3.856246995,1.899359688,3.91464581,0.127725476,-7.770892804,0.058398815,4.316813911,0.460566916,4.777380827,1.021607196,495.919,7.6962,10,2,0,199.78,-6.426,1.027,92.211,-2.734,1,1,1,0.079,0.101,1.245,-1.413,0,1,0,1,0,1,0,0.155,0,1,0.251,0,1,2.593,0.356,0,0,0.287,-0.863,414.56,0.141,-0.062,-0.1,0.405,-0.006,0.262
780,-0.2024924,7.538353356,3.667930478,-3.667930478,1.738016027,3.870422878,0.12918485,-7.538353356,0.2024924,4.055784126,0.387853648,4.443637775,1.254146644,495.919,7.6978,9,2,0,199.78,-6.31,1.037,92.135,-2.735,1,1,1,0.302,0.097,1.19,-1.317,0,1,0,1,0,1,0,0.11,0,1,0.215,1,1,2.62,0.496,1,0,0.288,1.213,414.21,0.104,-0.102,-0.125,0.39,0.044,0.305
781,-0.228199199,7.527308167,3.649554484,-3.649554484,1.71739221,3.877753683,0.128940629,-7.527308167,0.228199199,4.026888662,0.377334178,4.40422284,1.265191833,495.919,7.6978,11,2,0,199.78,-6.352,1.011,92.116,-2.735,1,1,1,0.238,0.107,1.26,-1.446,0,1,0,1,0,1,0,0.288,0,1,0.208,1,1,2.619,0.492,1,0,0.288,1.117,414.78,0.115,-0.091,-0.125,0.425,-0.02,0.248
782,-0.150529129,7.615139048,3.73230496,-3.73230496,1.793805761,3.882834089,0.12877192,-7.615139048,0.150529129,4.145312501,0.413007542,4.558320043,1.177360952,495.919,7.6978,11,2,0,199.78,-6.352,1.011,92.116,-2.735,1,1,1,0.238,0.107,1.26,-1.446,0,1,0,1,0,1,0,0.288,0,1,0.208,1,1,2.619,0.492,1,0,0.288,1.117,414.78,0.115,-0.091,-0.125,0.425,-0.02,0.248
783,-0.228147497,7.52726735,3.649559926,-3.649559926,1.71741782,3.877707423,0.128942167,-7.52726735,0.228147497,4.026911211,0.377351284,4.404262495,1.26523265,495.919,7.6978,11,2,0,199.78,-6.352,1.011,92.116,-2.735,1,1,1,0.238,0.107,1.26,-1.446,0,1,0,1,0,1,0,0.288,0,1,0.208,1,1,2.619,0.492,1,0,0.288,1.117,414.78,0.115,-0.091,-0.125,0.425,-0.02,0.248
784,-0.228199199,7.527335379,3.64956809,-3.64956809,1.717398989,3.877767289,0.128940177,-7.527335379,0.228199199,4.026903945,0.377335855,4.4042398,1.265164621,495.919,7.6978,11,2,0,199.78,-6.352,1.011,92.116,-2.735,1,1,1,0.238,0.107,1.26,-1.446,0,1,0,1,0,1,0,0.288,0,1,0.208,1,1,2.619,0.492,1,0,0.288,1.117,414.78,0.115,-0.091,-0.125,0.425,-0.02,0.248
785,-0.189999555,7.557123917,3.683562181,-3.683562181,1.751441086,3.873561736,0.129080168,-7.557123917,0.189999555,4.077417393,0.393855212,4.471272604,1.235376083,495.919,7.6978,11,2,0,199.78,-6.352,1.011,92.116,-2.735,1,1,1,0.238,0.107,1.26,-1.446,0,1,0,1,0,1,0,0.288,0,1,0.208,1,1,2.619,0.492,1,0,0.288,1.117,414.78,0.115,-0.091,-0.125,0.425,-0.02,0.248
786,-0.22820192,7.527294561,3.649546321,-3.649546321,1.717386937,3.877748241,0.12894081,-7.527294561,0.22820192,4.026878627,0.377332307,4.404210934,1.265205439,495.919,7.6978,11,2,0,199.78,-6.352,1.011,92.116,-2.735,1,1,1,0.238,0.107,1.26,-1.446,0,1,0,1,0,1,0,0.288,0,1,0.208,1,1,2.619,0.492,1,0,0.288,1.117,414.78,0.115,-0.091,-0.125,0.425,-0.02,0.248
787,-0.256167281,7.485094812,3.614463765,-3.614463765,1.687625113,3.870631047,0.129177903,-7.485094812,0.256167281,3.978685876,0.364222111,4.342907987,1.307405188,495.919,7.6978,11,2,0,199.78,-6.352,1.011,92.116,-2.735,1,1,1,0.238,0.107,1.26,-1.446,0,1,0,1,0,1,0,0.288,0,1,0.208,1,1,2.619,0.492,1,0,0.288,1.117,414.78,0.115,-0.091,-0.125,0.425,-0.02,0.248
788,-0.228759758,7.527806139,3.649523191,-3.649523191,1.717128391,3.878282949,0.128923033,-7.527806139,0.228759758,4.026675355,0.377152164,4.403827519,1.264693861,495.919,7.6978,11,2,0,199.78,-6.352,1.011,92.116,-2.735,1,1,1,0.238,0.107,1.26,-1.446,0,1,0,1,0,1,0,0.288,0,1,0.208,1,1,2.619,0.492,1,0,0.288,1.117,414.78,0.115,-0.091,-0.125,0.425,-0.02,0.248
789,-0.22881146,7.527819745,3.649504143,-3.649504143,1.717096009,3.878315602,0.128921947,-7.527819745,0.22881146,4.026637531,0.377133388,4.403770919,1.264680255,495.919,7.6978,11,2,0,199.78,-6.352,1.011,92.116,-2.735,1,1,1,0.238,0.107,1.26,-1.446,0,1,0,1,0,1,0,0.288,0,1,0.208,1,1,2.619,0.492,1,0,0.288,1.117,414.78,0.115,-0.091,-0.125,0.425,-0.02,0.248
790,-0.247938493,7.48750576,3.619783633,-3.619783633,1.69386956,3.867722127,0.129275057,-7.48750576,0.247938493,3.987226643,0.367443009,4.354669652,1.30499424,495.919,7.6978,11,2,0,199.78,-6.352,1.011,92.116,-2.735,1,1,1,0.238,0.107,1.26,-1.446,0,1,0,1,0,1,0,0.288,0,1,0.208,1,1,2.619,0.492,1,0,0.288,1.117,414.78,0.115,-0.091,-0.125,0.425,-0.02,0.248
791,-0.243511166,7.500542837,3.628515836,-3.628515836,1.700159524,3.872027002,0.129131331,-7.500542837,0.243511166,3.998420817,0.369904982,4.368325799,1.291957163,495.919,7.6978,11,2,0,199.78,-6.352,1.011,92.116,-2.735,1,1,1,0.238,0.107,1.26,-1.446,0,1,0,1,0,1,0,0.288,0,1,0.208,1,1,2.619,0.492,1,0,0.288,1.117,414.78,0.115,-0.091,-0.125,0.425,-0.02,0.248
792,-0.247982032,7.487679914,3.619848941,-3.619848941,1.693883012,3.867830973,0.129271419,-7.487679914,0.247982032,3.987286354,0.367437413,4.354723767,1.304820086,495.919,7.6978,11,2,0,199.78,-6.352,1.011,92.116,-2.735,1,1,1,0.238,0.107,1.26,-1.446,0,1,0,1,0,1,0,0.288,0,1,0.208,1,1,2.619,0.492,1,0,0.288,1.117,414.78,0.115,-0.091,-0.125,0.425,-0.02,0.248
793,-0.251236539,7.493530408,3.621146934,-3.621146934,1.693105191,3.872383474,0.129119444,-7.493530408,0.251236539,3.987726592,0.366579658,4.35430625,1.298969592,495.919,7.6978,11,2,0,199.78,-6.352,1.011,92.116,-2.735,1,1,1,0.238,0.107,1.26,-1.446,0,1,0,1,0,1,0,0.288,0,1,0.208,1,1,2.619,0.492,1,0,0.288,1.117,414.78,0.115,-0.091,-0.125,0.425,-0.02,0.248
794,-0.198720872,7.546617518,3.673948323,-3.673948323,1.742712274,3.872669195,0.129109917,-7.546617518,0.198720872,4.063770085,0.389821762,4.453591847,1.245882482,495.919,7.6978,11,2,0,199.78,-6.352,1.011,92.116,-2.735,1,1,1,0.238,0.107,1.26,-1.446,0,1,0,1,0,1,0,0.288,0,1,0.208,1,1,2.619,0.492,1,0,0.288,1.117,414.78,0.115,-0.091,-0.125,0.425,-0.02,0.248
795,-0.15294824,7.612287273,3.729669516,-3.729669516,1.791373189,3.882617756,0.128779095,-7.612287273,0.15294824,4.141535167,0.41186565,4.553400817,1.180212727,495.919,7.6978,11,2,0,199.78,-6.352,1.011,92.116,-2.735,1,1,1,0.238,0.107,1.26,-1.446,0,1,0,1,0,1,0,0.288,0,1,0.208,1,1,2.619,0.492,1,0,0.288,1.117,414.78,0.115,-0.091,-0.125,0.425,-0.02,0.248
796,-0.256205377,7.485105697,3.61445016,-3.61445016,1.687601729,3.870655537,0.129177085,-7.485105697,0.256205377,3.978658752,0.364208592,4.342867344,1.307394303,495.919,7.6978,11,2,0,199.78,-6.352,1.011,92.116,-2.735,1,1,1,0.238,0.107,1.26,-1.446,0,1,0,1,0,1,0,0.288,0,1,0.208,1,1,2.619,0.492,1,0,0.288,1.117,414.78,0.115,-0.091,-0.125,0.425,-0.02,0.248
797,-0.228748873,7.527721783,3.649486455,-3.649486455,1.717114907,3.878235328,0.128924616,-7.527721783,0.228748873,4.02663755,0.377151095,4.403788645,1.264778217,495.919,7.6978,11,2,0,199.78,-6.352,1.011,92.116,-2.735,1,1,1,0.238,0.107,1.26,-1.446,0,1,0,1,0,1,0,0.288,0,1,0.208,1,1,2.619,0.492,1,0,0.288,1.117,414.78,0.115,-0.091,-0.125,0.425,-0.02,0.248
798,-0.228860441,7.527680966,3.649410263,-3.649410263,1.717027547,3.878270703,0.12892344,-7.527680966,0.228860441,4.026516516,0.377106254,4.40362277,1.264819034,495.919,7.6978,11,2,0,199.78,-6.352,1.011,92.116,-2.735,1,1,1,0.238,0.107,1.26,-1.446,0,1,0,1,0,1,0,0.288,0,1,0.208,1,1,2.619,0.492,1,0,0.288,1.117,414.78,0.115,-0.091,-0.125,0.425,-0.02,0.248
799,-0.212857299,7.531648417,3.659395559,-3.659395559,1.729119501,3.872252858,0.129123799,-7.531648417,0.212857299,4.042848888,0.383453329,4.426302216,1.260851583,495.919,7.6978,9,2,0,199.78,-6.31,1.037,92.135,-2.735,1,1,1,0.302,0.097,1.19,-1.317,0,1,0,1,0,1,0,0.11,0,1,0.215,1,1,2.62,0.496,1,0,0.288,1.213,414.21,0.104,-0.102,-0.125,0.39,0.044,0.305
800,-0.071683518,7.76149936,3.844907921,-3.844907921,1.887268196,3.916591439,0.127662026,-7.76149936,0.071683518,4.299296087,0.454388166,4.753684252,1.03100064,495.919,7.6962,10,2,0,199.78,-6.43,0.997,92.183,-2.735,1,1,1,0.17,0.098,1.245,-1.398,0,1,0,1,0,1,0,0.115,0,1,0.151,1,1,2.626,0.276,1,0,0.287,-0.998,414.56,-0.031,-0.036,-0.056,0.234,-0.177,0.028
801,-0.068211318,7.767208354,3.849498518,-3.849498518,1.891237414,3.917709836,0.127625583,-7.767208354,0.068211318,4.305700403,0.456201885,4.761902288,1.025291646,495.919,7.6962,10,2,0,199.78,-6.43,0.997,92.183,-2.735,1,1,1,0.17,0.098,1.245,-1.398,0,1,0,1,0,1,0,0.115,0,1,0.151,1,1,2.626,0.276,1,0,0.287,-0.998,414.56,-0.031,-0.036,-0.056,0.234,-0.177,0.028
802,-0.172246707,7.660364728,3.74405901,-3.74405901,1.789694024,3.916305717,0.12767134,-7.660364728,0.172246707,4.151261743,0.407202733,4.558464476,1.132135272,495.919,7.6978,11,2,0,199.78,-6.448,0.988,92.109,-2.735,1,1,1,-0.086,0.109,1.275,-1.494,0,1,0,1,0,1,0,0.128,0,0,0.159,0,1,2.551,0.413,1,0,0.286,-2.75,414.78,-0.049,-0.052,-0.079,0.24,-0.183,0.024
803,-0.096669209,7.738266096,3.820798444,-3.820798444,1.863257344,3.917467653,0.127633473,-7.738266096,0.096669209,4.263340022,0.442541579,4.705881601,1.054233904,495.919,7.6978,11,2,0,199.78,-6.448,0.988,92.109,-2.735,1,1,1,-0.086,0.109,1.275,-1.494,0,1,0,1,0,1,0,0.128,0,0,0.159,0,1,2.551,0.413,1,0,0.286,-2.75,414.78,-0.049,-0.052,-0.079,0.24,-0.183,0.024
804,-0.172216774,7.660443641,3.744113434,-3.744113434,1.789734861,3.916330208,0.127670542,-7.660443641,0.172216774,4.151332854,0.407219421,4.558552275,1.132056359,495.919,7.6978,11,2,0,199.78,-6.448,0.988,92.109,-2.735,1,1,1,-0.086,0.109,1.275,-1.494,0,1,0,1,0,1,0,0.128,0,0,0.159,0,1,2.551,0.413,1,0,0.286,-2.75,414.78,-0.049,-0.052,-0.079,0.24,-0.183,0.024
805,-0.136936935,7.697791562,3.780427314,-3.780427314,1.8241386,3.917364248,0.127636842,-7.697791562,0.136936935,4.204022788,0.423595474,4.627618262,1.094708438,495.919,7.6962,10,2,0,199.78,-6.43,0.997,92.183,-2.735,1,1,1,0.17,0.098,1.245,-1.398,0,1,0,1,0,1,0,0.115,0,1,0.151,1,1,2.626,0.276,1,0,0.287,-0.998,414.56,-0.031,-0.036,-0.056,0.234,-0.177,0.028
806,-0.077626531,7.754990345,3.838681907,-3.838681907,1.881297019,3.916308438,0.127671252,-7.754990345,0.077626531,4.290176528,0.451494621,4.741671148,1.037509655,495.919,7.6978,11,2,0,199.78,-6.448,0.988,92.109,-2.735,1,1,1,-0.086,0.109,1.275,-1.494,0,1,0,1,0,1,0,0.128,0,0,0.159,0,1,2.551,0.413,1,0,0.286,-2.75,414.78,-0.049,-0.052,-0.079,0.24,-0.183,0.024
807,-0.044654236,7.791772265,3.873559015,-3.873559015,1.914706842,3.91821325,0.127609185,-7.791772265,0.044654236,4.341263006,0.467703991,4.808966997,1.000727735,495.919,7.6978,11,2,0,199.78,-6.448,0.988,92.109,-2.735,1,1,1,-0.086,0.109,1.275,-1.494,0,1,0,1,0,1,0,0.128,0,0,0.159,0,1,2.551,0.413,1,0,0.286,-2.75,414.78,-0.049,-0.052,-0.079,0.24,-0.183,0.024
808,-0.077651022,7.75497674,3.838662859,-3.838662859,1.881275734,3.916313881,0.127671074,-7.75497674,0.077651022,4.290146399,0.45148354,4.741629939,1.03752326,495.919,7.6978,11,2,0,199.78,-6.448,0.988,92.109,-2.735,1,1,1,-0.086,0.109,1.275,-1.494,0,1,0,1,0,1,0,0.128,0,0,0.159,0,1,2.551,0.413,1,0,0.286,-2.75,414.78,-0.049,-0.052,-0.079,0.24,-0.183,0.024
809,-0.172175957,7.660389218,3.744106631,-3.744106631,1.78975012,3.916282587,0.127672094,-7.660389218,0.172175957,4.151338759,0.407232128,4.558570887,1.132110782,495.919,7.6978,11,2,0,199.78,-6.448,0.988,92.109,-2.735,1,1,1,-0.086,0.109,1.275,-1.494,0,1,0,1,0,1,0,0.128,0,0,0.159,0,1,2.551,0.413,1,0,0.286,-2.75,414.78,-0.049,-0.052,-0.079,0.24,-0.183,0.024
810,-0.096603901,7.738255211,3.820825655,-3.820825655,1.863302004,3.917429556,0.127634714,-7.738255211,0.096603901,4.263393526,0.442567871,4.705961397,1.054244789,495.919,7.6978,11,2,0,199.78,-6.448,0.988,92.109,-2.735,1,1,1,-0.086,0.109,1.275,-1.494,0,1,0,1,0,1,0,0.128,0,0,0.159,0,1,2.551,0.413,1,0,0.286,-2.75,414.78,-0.049,-0.052,-0.079,0.24,-0.183,0.024
811,-0.172023572,7.660427314,3.744201871,-3.744201871,1.789867291,3.916225443,0.127673957,-7.660427314,0.172023572,4.151496407,0.407294536,4.558790943,1.132072686,495.919,7.6978,11,2,0,199.78,-6.448,0.988,92.109,-2.735,1,1,1,-0.086,0.109,1.275,-1.494,0,1,0,1,0,1,0,0.128,0,0,0.159,0,1,2.551,0.413,1,0,0.286,-2.75,414.78,-0.049,-0.052,-0.079,0.24,-0.183,0.024
812,-0.126218285,7.703857028,3.788819371,-3.788819371,1.833335141,3.915037657,0.127712692,-7.703857028,0.126218285,4.217124534,0.428305163,4.645429697,1.088642972,495.919,7.6962,10,2,0,199.78,-6.43,0.997,92.183,-2.735,1,1,1,0.17,0.098,1.245,-1.398,0,1,0,1,0,1,0,0.115,0,1,0.151,1,1,2.626,0.276,1,0,0.287,-0.998,414.56,-0.031,-0.036,-0.056,0.234,-0.177,0.028
813,-0.11454723,7.718238358,3.801845564,-3.801845564,1.845324314,3.916392794,0.127668502,-7.718238358,0.11454723,4.235796195,0.433950631,4.669746827,1.074261642,495.919,7.6962,10,2,0,199.78,-6.43,0.997,92.183,-2.735,1,1,1,0.17,0.098,1.245,-1.398,0,1,0,1,0,1,0,0.115,0,1,0.151,1,1,2.626,0.276,1,0,0.287,-0.998,414.56,-0.031,-0.036,-0.056,0.234,-0.177,0.028
814,-0.063329557,7.772680607,3.854675525,-3.854675525,1.896184805,3.918005082,0.127615965,-7.772680607,0.063329557,4.313273203,0.458597678,4.77187088,1.019819393,495.919,7.6962,10,2,0,199.78,-6.43,0.997,92.183,-2.735,1,1,1,0.17,0.098,1.245,-1.398,0,1,0,1,0,1,0,0.115,0,1,0.151,1,1,2.626,0.276,1,0,0.287,-0.998,414.56,-0.031,-0.036,-0.056,0.234,-0.177,0.028
815,-0.148918202,7.656870758,3.753976278,-3.753976278,1.805370087,3.90289448,0.128110048,-7.656870758,0.148918202,4.170220036,0.416243758,4.586463795,1.135629242,495.919,7.6962,9,2,0,199.78,-6.291,1.038,92.24,-2.735,1,1,1,-0.252,0.106,1.247,-1.391,0,1,0,1,0,0,0,0.054,0,1,0.296,0,1,2.477,0.588,1,0,0.286,-3.028,414.56,0.084,-0.118,-0.156,0.349,0.028,0.223
816,-0.123527058,7.691230845,3.783851894,-3.783851894,1.832114997,3.907378952,0.127963017,-7.691230845,0.123527058,4.212463313,0.428611419,4.641074732,1.101269155,495.919,7.6962,11,2,0,199.78,-6.36,1.012,92.222,-2.735,1,1,1,-0.315,0.116,1.317,-1.52,0,1,0,1,0,0,0,0.206,0,0,0.29,0,1,2.466,0.584,1,0,0.285,-3.124,415.13,0.094,-0.107,-0.151,0.384,-0.039,0.167
817,-0.027641543,7.792896104,3.88262728,-3.88262728,1.927590567,3.910268824,0.127868447,-7.792896104,0.027641543,4.35768781,0.47506053,4.83274834,0.999603896,495.919,7.6962,11,2,0,199.78,-6.36,1.012,92.222,-2.735,1,1,1,-0.315,0.116,1.317,-1.52,0,1,0,1,0,0,0,0.206,0,0,0.29,0,1,2.466,0.584,1,0,0.285,-3.124,415.13,0.094,-0.107,-0.151,0.384,-0.039,0.167
818,-0.123823665,7.69098322,3.783579778,-3.783579778,1.831840012,3.907403442,0.127962215,-7.69098322,0.123823665,4.21205533,0.428475553,4.640530883,1.10151678,495.919,7.6962,11,2,0,199.78,-6.36,1.012,92.222,-2.735,1,1,1,-0.315,0.116,1.317,-1.52,0,1,0,1,0,0,0,0.206,0,0,0.29,0,1,2.466,0.584,1,0,0.285,-3.124,415.13,0.094,-0.107,-0.151,0.384,-0.039,0.167
819,-0.123605972,7.69138323,3.783888629,-3.783888629,1.832096346,3.907494601,0.12795923,-7.69138323,0.123605972,4.212477485,0.428588856,4.641066341,1.10111677,495.919,7.6962,11,2,0,199.78,-6.36,1.012,92.222,-2.735,1,1,1,-0.315,0.116,1.317,-1.52,0,1,0,1,0,0,0,0.206,0,0,0.29,0,1,2.466,0.584,1,0,0.285,-3.124,415.13,0.094,-0.107,-0.151,0.384,-0.039,0.167
820,-0.027646986,7.792656642,3.882504828,-3.882504828,1.927526661,3.910151814,0.127872273,-7.792656642,0.027646986,4.357548052,0.475043224,4.832591275,0.999843358,495.919,7.6962,11,2,0,199.78,-6.36,1.012,92.222,-2.735,1,1,1,-0.315,0.116,1.317,-1.52,0,1,0,1,0,0,0,0.206,0,0,0.29,0,1,2.466,0.584,1,0,0.285,-3.124,415.13,0.094,-0.107,-0.151,0.384,-0.039,0.167
821,-0.123638626,7.691307038,3.783834206,-3.783834206,1.832053851,3.907472832,0.127959943,-7.691307038,0.123638626,4.212405058,0.428570852,4.64097591,1.101192962,495.919,7.6962,11,2,0,199.78,-6.36,1.012,92.222,-2.735,1,1,1,-0.315,0.116,1.317,-1.52,0,1,0,1,0,0,0,0.206,0,0,0.29,0,1,2.466,0.584,1,0,0.285,-3.124,415.13,0.094,-0.107,-0.151,0.384,-0.039,0.167
822,-0.163990707,7.640671693,3.738340493,-3.738340493,1.790620647,3.9023312,0.12812854,-7.640671693,0.163990707,4.147582294,0.409241801,4.556824095,1.151828307,495.919,7.6962,11,2,0,199.78,-6.36,1.012,92.222,-2.735,1,1,1,-0.315,0.116,1.317,-1.52,0,1,0,1,0,0,0,0.206,0,0,0.29,0,1,2.466,0.584,1,0,0.285,-3.124,415.13,0.094,-0.107,-0.151,0.384,-0.039,0.167
823,-0.163977102,7.640609106,3.738316002,-3.738316002,1.790614667,3.902293104,0.128129791,-7.640609106,0.163977102,4.147559306,0.409243304,4.556802609,1.151890894,495.919,7.6962,11,2,0,199.78,-6.36,1.012,92.222,-2.735,1,1,1,-0.315,0.116,1.317,-1.52,0,1,0,1,0,0,0,0.206,0,0,0.29,0,1,2.466,0.584,1,0,0.285,-3.124,415.13,0.094,-0.107,-0.151,0.384,-0.039,0.167
824,-0.122419546,7.690332863,3.783956658,-3.783956658,1.832686772,3.906376204,0.127995865,-7.690332863,0.122419546,4.212962127,0.429005468,4.641967595,1.102167137,495.919,7.6962,11,2,0,199.78,-6.36,1.012,92.222,-2.735,1,1,1,-0.315,0.116,1.317,-1.52,0,1,0,1,0,0,0,0.206,0,0,0.29,0,1,2.466,0.584,1,0,0.285,-3.124,415.13,0.094,-0.107,-0.151,0.384,-0.039,0.167
825,-0.190108401,7.611092683,3.710492141,-3.710492141,1.764824644,3.900600542,0.12818539,-7.611092683,0.190108401,4.107645783,0.397153642,4.504799424,1.181407317,495.919,7.6962,11,2,0,199.78,-6.36,1.012,92.222,-2.735,1,1,1,-0.315,0.116,1.317,-1.52,0,1,0,1,0,0,0,0.206,0,0,0.29,0,1,2.466,0.584,1,0,0.285,-3.124,415.13,0.094,-0.107,-0.151,0.384,-0.039,0.167
826,-0.085689328,7.716866894,3.815588783,-3.815588783,1.865890786,3.901278111,0.128163126,-7.716866894,0.085689328,4.261344941,0.445756158,4.7071011,1.075633106,495.919,7.6962,11,2,0,199.78,-6.36,1.012,92.222,-2.735,1,1,1,-0.315,0.116,1.317,-1.52,0,1,0,1,0,0,0,0.206,0,0,0.29,0,1,2.466,0.584,1,0,0.285,-3.124,415.13,0.094,-0.107,-0.151,0.384,-0.039,0.167
827,-0.190116565,7.611212415,3.710547925,-3.710547925,1.764848776,3.90066449,0.128183288,-7.611212415,0.190116565,4.1077058,0.397157875,4.504863675,1.181287585,495.919,7.6962,11,2,0,199.78,-6.36,1.012,92.222,-2.735,1,1,1,-0.315,0.116,1.317,-1.52,0,1,0,1,0,0,0,0.206,0,0,0.29,0,1,2.466,0.584,1,0,0.285,-3.124,415.13,0.094,-0.107,-0.151,0.384,-0.039,0.167
828,-0.074684957,7.733778903,3.829546973,-3.829546973,1.878145341,3.90423193,0.128066162,-7.733778903,0.074684957,4.280947819,0.451400846,4.732348664,1.058721097,495.919,7.6962,11,2,0,199.78,-6.36,1.012,92.222,-2.735,1,1,1,-0.315,0.116,1.317,-1.52,0,1,0,1,0,0,0,0.206,0,0,0.29,0,1,2.466,0.584,1,0,0.285,-3.124,415.13,0.094,-0.107,-0.151,0.384,-0.039,0.167
829,-0.077082299,7.734214289,3.828565995,-3.828565995,1.8765025,3.905648294,0.12801972,-7.734214289,0.077082299,4.278991535,0.45042554,4.729417074,1.058285711,495.919,7.6962,11,2,0,199.78,-6.36,1.012,92.222,-2.735,1,1,1,-0.315,0.116,1.317,-1.52,0,1,0,1,0,0,0,0.206,0,0,0.29,0,1,2.466,0.584,1,0,0.285,-3.124,415.13,0.094,-0.107,-0.151,0.384,-0.039,0.167
830,-0.019992363,7.795758765,3.887883201,-3.887883201,1.933996559,3.907875564,0.127946756,-7.795758765,0.019992363,4.366422605,0.478539404,4.844962008,0.996741235,495.919,7.6962,11,2,0,199.78,-6.36,1.012,92.222,-2.735,1,1,1,-0.315,0.116,1.317,-1.52,0,1,0,1,0,0,0,0.206,0,0,0.29,0,1,2.466,0.584,1,0,0.285,-3.124,415.13,0.094,-0.107,-0.151,0.384,-0.039,0.167
831,-0.164042409,7.640418625,3.738188108,-3.738188108,1.790520866,3.902230517,0.128131846,-7.640418625,0.164042409,4.147393735,0.409205627,4.556599362,1.152081375,495.919,7.6962,11,2,0,199.78,-6.36,1.012,92.222,-2.735,1,1,1,-0.315,0.116,1.317,-1.52,0,1,0,1,0,0,0,0.206,0,0,0.29,0,1,2.466,0.584,1,0,0.285,-3.124,415.13,0.094,-0.107,-0.151,0.384,-0.039,0.167
